City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Mpika,ZM,-11.8343,31.4529,61.41,96,97,7.96,overcast clouds
349,La Rioja,ES,42.25,-2.5,42.8,81,0,9.22,clear sky
350,Alyangula,AU,-13.8483,136.4192,85.5,46,7,3.49,clear sky
351,Hit,IQ,33.6416,42.8251,64.4,32,0,3.76,clear sky
352,Chernyshevskiy,RU,63.0128,112.4714,9.73,82,98,3.89,overcast clouds
353,Chitral,PK,35.8462,71.7858,50.68,79,83,2.39,broken clouds
354,Fuerte Olimpo,PY,-21.0415,-57.8738,77.83,46,100,4.16,overcast clouds
355,Esmeraldas,BR,-19.7625,-44.3139,68.0,77,0,6.91,clear sky
356,Ishinomaki,JP,38.4167,141.3,48.2,53,75,8.05,broken clouds
357,Maneadero,MX,31.7167,-116.5667,60.01,85,51,3.0,broken clouds
358,Dehloran,IR,32.6941,47.2679,66.27,32,0,7.18,clear sky
359,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.0,100,90,12.66,overcast clouds
360,Turinskaya Sloboda,RU,57.6232,64.3858,31.35,89,81,11.34,broken clouds
361,Isangel,VU,-19.55,169.2667,81.39,58,99,11.59,overcast clouds
362,Nyurba,RU,63.2842,118.3319,8.44,81,91,0.65,overcast clouds
363,Bagan,RU,54.1001,77.6646,33.21,92,98,14.18,overcast clouds
364,Kropotkin,RU,45.4375,40.5756,38.79,91,41,11.12,scattered clouds
365,Aparecida Do Taboado,BR,-20.0867,-51.0936,76.12,49,72,1.21,broken clouds
366,Carmarthen,GB,51.8555,-4.3054,37.99,75,75,8.05,broken clouds
367,Colares,PT,38.7992,-9.4469,57.99,73,22,5.01,few clouds
368,Denpasar,ID,-8.65,115.2167,84.2,79,20,2.3,few clouds
369,Umuarama,BR,-23.7664,-53.325,67.71,67,60,5.3,broken clouds
370,Chupa,RU,66.27,33.0549,32.36,74,100,10.94,overcast clouds
371,Killybegs,IE,54.6333,-8.45,36.0,85,100,5.99,overcast clouds
372,Nsanje,MW,-16.92,35.262,68.49,96,12,0.96,few clouds
373,Santa Cruz,BO,-17.8,-63.1667,73.4,88,97,4.61,overcast clouds
374,Scarborough,GB,54.2797,-0.4044,30.99,71,94,3.0,light snow
375,Marienburg,PL,54.0359,19.0266,33.01,92,47,16.26,snow
376,Benguela,AO,-12.5763,13.4055,79.16,84,99,1.43,overcast clouds
377,Samarai,PG,-10.6167,150.6667,84.16,74,66,7.54,broken clouds
378,Brae,GB,60.3964,-1.353,32.0,69,75,25.32,light snow
379,Kurumkan,RU,54.3,110.3,32.31,61,30,1.68,scattered clouds
380,Urumqi,CN,43.801,87.6005,53.6,43,8,4.47,clear sky
381,Beroroha,MG,-21.6667,45.1667,64.11,87,0,0.94,clear sky
382,Guerrero Negro,MX,27.9769,-114.0611,62.28,77,3,14.67,clear sky
383,Tiznit,MA,29.5833,-9.5,55.74,86,100,2.46,overcast clouds
384,Mafinga,TZ,-7.25,35.0667,63.1,96,99,1.61,overcast clouds
385,Kangaatsiaq,GL,68.3065,-53.4641,21.78,81,100,12.41,overcast clouds
386,Balkhash,KZ,46.844,74.9804,42.8,87,40,3.2,scattered clouds
387,Cascais,PT,38.6979,-9.4215,57.99,73,43,5.01,scattered clouds
388,Bayevo,RU,53.2833,80.7667,35.38,97,100,12.77,overcast clouds
389,Acapulco,MX,16.8634,-99.8901,82.4,69,20,5.75,few clouds
390,Galich,RU,58.3797,42.3475,30.2,93,51,9.78,broken clouds
391,Komsomolskiy,UZ,40.4272,71.7189,46.4,81,76,2.3,broken clouds
392,Kimbe,PG,-5.5502,150.1429,84.29,79,65,3.94,moderate rain
393,Savannah Bight,HN,16.45,-85.85,75.0,92,94,12.97,overcast clouds
394,Punta Alta,AR,-38.8759,-62.0736,72.01,66,100,10.27,overcast clouds
395,Paragominas,BR,-2.9667,-47.4833,72.48,92,100,3.2,overcast clouds
396,Tashla,RU,51.7716,52.7427,33.6,98,99,16.93,light snow
397,Sechura,PE,-5.5569,-80.8222,74.52,69,74,11.9,light rain
398,Burgos,ES,42.3394,-3.7079,39.2,93,90,13.8,overcast clouds
399,Tolaga Bay,NZ,-38.3667,178.3,68.77,61,29,5.97,scattered clouds
400,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,13.8,scattered clouds
401,Campo Grande,BR,-20.4428,-54.6464,80.6,50,0,8.05,clear sky
402,Rio Grande,BR,-32.035,-52.0986,70.0,93,100,12.15,light rain
403,Puerto Escondido,MX,15.85,-97.0667,79.14,76,1,5.06,clear sky
404,Soyo,AO,-6.1349,12.3689,77.86,88,100,10.02,moderate rain
405,Namibe,AO,-15.1961,12.1522,76.3,77,41,4.54,scattered clouds
406,Verkhoyansk,RU,67.5447,133.385,1.45,69,100,3.38,overcast clouds
407,Vila,PT,42.0304,-8.1588,55.0,69,0,3.02,clear sky
408,Wawa,NG,9.9022,4.4192,81.37,38,4,4.05,clear sky
409,Kargopol,RU,61.5071,38.9456,32.41,90,96,11.65,overcast clouds
410,Maragogi,BR,-9.0122,-35.2225,76.89,75,12,6.73,few clouds
411,Agra,IN,27.1833,78.0167,91.33,11,14,7.74,few clouds
412,Taltal,CL,-25.4,-70.4833,68.18,77,6,5.95,clear sky
413,Usak,TR,38.5,29.4167,48.22,73,84,8.9,broken clouds
414,Ostrovnoy,RU,68.0531,39.5131,35.87,85,100,25.12,overcast clouds
415,Marrakesh,MA,31.6315,-8.0083,57.2,82,0,6.91,clear sky
416,Venezuela,VE,8.0,-66.0,84.65,57,100,10.27,overcast clouds
417,Lac Du Bonnet,CA,50.2536,-96.0612,44.01,99,24,5.01,few clouds
418,Abu Kamal,SY,34.4506,40.9171,63.9,33,1,6.46,clear sky
419,Huarmey,PE,-10.0681,-78.1522,71.15,83,100,8.39,overcast clouds
420,Aneho,TG,6.2333,1.6,82.4,89,20,11.5,few clouds
421,Monrovia,LR,6.3005,-10.7969,78.78,90,11,2.55,few clouds
422,Shubarshi,KZ,48.5872,57.1869,44.73,75,48,13.0,scattered clouds
423,Kushmurun,KZ,52.4503,64.6311,29.19,92,68,7.43,broken clouds
424,Naifaru,MV,5.4444,73.3657,83.1,68,94,10.31,overcast clouds
425,Zvishavane,ZW,-20.3267,30.0665,60.62,89,0,2.15,clear sky
426,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.76,73,3,3.83,clear sky
427,Perry,US,37.2506,-83.1999,68.0,44,1,3.38,clear sky
428,Xiaoweizhai,CN,26.1903,107.5125,56.3,98,100,1.28,overcast clouds
429,Banda Aceh,ID,5.5577,95.3222,83.62,71,99,4.21,overcast clouds
430,Abu Dhabi,AE,24.4667,54.3667,73.4,56,0,9.22,clear sky
431,Srednekolymsk,RU,67.45,153.6833,7.83,74,30,11.32,scattered clouds
432,Chumikan,RU,54.7183,135.315,26.74,82,100,24.18,overcast clouds
433,Salekhard,RU,66.53,66.6019,19.11,89,63,6.76,broken clouds
434,Beloha,MG,-25.1667,45.05,66.0,92,12,3.27,few clouds
435,Aksarka,RU,66.5606,67.7975,28.04,93,94,12.21,overcast clouds
436,Coronel Fabriciano,BR,-19.5186,-42.6289,69.15,89,68,1.88,broken clouds
437,College,US,64.8569,-147.8028,10.99,56,75,12.66,broken clouds
438,Khandyga,RU,62.6667,135.6,5.02,83,97,2.17,overcast clouds
439,Snyder,US,32.7179,-100.9176,69.8,52,1,18.41,clear sky
440,Barguzin,RU,53.6167,109.6167,35.24,73,57,2.75,broken clouds
441,Murdochville,CA,48.9583,-65.5006,37.4,100,100,2.3,overcast clouds
442,Sorland,NO,67.667,12.6934,38.61,88,100,33.08,overcast clouds
443,Tshikapa,CD,-6.4167,20.8,69.73,97,98,2.62,overcast clouds
444,Kyren,RU,51.6828,102.1408,44.71,55,100,0.34,overcast clouds
445,Kralendijk,BQ,12.15,-68.2667,78.8,83,20,13.8,few clouds
446,Baley,RU,51.6,116.6333,26.33,33,4,5.95,clear sky
447,Ahipara,NZ,-35.1667,173.1667,70.61,66,23,9.17,few clouds
448,Boueni,YT,-12.9025,45.0761,82.4,78,75,10.36,moderate rain
449,Utiel,ES,39.5667,-1.2,57.0,82,0,3.44,clear sky
450,Ovre Ardal,NO,61.3167,7.8,20.64,99,100,6.55,light snow
451,Nago,JP,26.5881,127.9761,71.6,56,40,16.11,scattered clouds
452,Pemangkat,ID,1.1667,108.9667,85.26,64,53,5.46,broken clouds
453,Suhut,TR,38.5311,30.5458,45.59,70,79,5.14,broken clouds
454,Botwood,CA,49.1499,-55.3482,37.99,94,100,1.99,overcast clouds
455,Fare,PF,-16.7,-151.0167,80.96,66,97,13.91,overcast clouds
456,Jalu,LY,29.0331,21.5482,70.36,7,1,13.49,clear sky
457,Sandanski,BG,41.5667,23.2833,43.81,90,71,1.74,broken clouds
458,Whitianga,NZ,-36.8333,175.7,75.0,72,87,8.01,overcast clouds
459,Comodoro Rivadavia,AR,-45.8667,-67.5,55.4,76,75,12.66,broken clouds
460,Songea,TZ,-10.6833,35.65,66.2,94,75,5.75,broken clouds
461,Mehran,IR,33.1222,46.1646,48.2,46,0,2.3,clear sky
462,George,ZA,-33.963,22.4617,57.2,94,90,14.97,light intensity drizzle
463,Putevka,RU,53.2583,34.2878,35.6,60,0,11.18,clear sky
464,Aras,ES,42.5617,-2.356,42.8,81,0,9.22,clear sky
465,Olafsvik,IS,64.8945,-23.7142,26.47,79,98,11.77,overcast clouds
466,Lokachi,UA,50.737,24.6494,37.99,76,100,5.01,overcast clouds
467,Awjilah,LY,29.1081,21.2869,71.64,7,2,13.98,clear sky
468,Staryy Nadym,RU,65.6118,72.6842,32.72,100,100,7.36,overcast clouds
469,Pinos,MX,22.3,-101.5667,68.0,42,90,8.05,overcast clouds
470,Constitucion,CL,-35.3333,-72.4167,56.32,90,100,4.85,overcast clouds
471,Bouloupari,NC,-21.8667,166.05,86.0,54,75,4.61,broken clouds
472,Anadyr,RU,64.75,177.4833,0.0,78,0,13.42,clear sky
473,La Paz,BO,-16.5,-68.15,41.0,93,75,5.75,broken clouds
474,Krasnoselkup,RU,65.7,82.4667,32.25,92,100,10.51,overcast clouds
475,Montepuez,MZ,-13.1256,38.9997,66.11,97,74,6.44,broken clouds
476,Isla Vista,US,34.4133,-119.861,64.4,55,1,5.75,clear sky
477,Olinda,BR,-8.0089,-34.8553,78.8,73,75,8.05,broken clouds
478,Massakory,TD,12.996,15.7293,81.5,14,4,9.91,clear sky
479,Mayumba,GA,-3.432,10.6554,78.94,87,100,3.33,overcast clouds
480,Charleville-Mezieres,FR,49.7667,4.7167,28.99,72,11,5.99,few clouds
481,Kikwit,CD,-5.041,18.8162,71.62,92,99,2.86,overcast clouds
482,La Palma,US,33.8464,-118.0467,63.0,88,40,9.22,scattered clouds
483,Shimoda,JP,34.6667,138.95,55.4,62,20,23.02,few clouds
484,Suluq,LY,31.6682,20.2521,63.48,82,51,13.94,broken clouds
485,Tiarei,PF,-17.5333,-149.3333,86.0,54,40,3.44,scattered clouds
486,San Isidro,PE,-12.1167,-77.05,73.99,83,0,10.36,clear sky
487,Gazojak,TM,41.1875,61.4036,54.9,45,0,11.16,clear sky
488,Wagar,SD,16.1525,36.2032,75.7,54,3,6.91,clear sky
489,Zyryanka,RU,65.75,150.85,6.6,82,100,9.84,overcast clouds
490,San Juan Bautista,PE,-14.0108,-75.7358,69.8,78,0,12.66,clear sky
491,Shingu,JP,33.7333,135.9833,57.2,72,75,2.3,broken clouds
492,San-Pedro,CI,4.7485,-6.6363,78.66,90,93,2.91,overcast clouds
493,Palana,RU,59.1167,159.9667,20.79,93,99,6.06,overcast clouds
494,Jaguariaiva,BR,-24.2511,-49.7058,59.22,90,79,6.51,broken clouds
495,Mouila,GA,-1.8685,11.0559,73.11,97,75,1.81,broken clouds
496,Bukachacha,RU,52.9833,116.9167,27.72,30,5,6.24,clear sky
497,Sovetskiy,RU,61.3614,63.5842,29.23,84,41,9.84,scattered clouds
498,Garmsar,IR,35.2182,52.3409,59.38,22,0,3.29,clear sky
499,Ereymentau,KZ,51.6199,73.1033,29.03,91,85,13.42,light snow
500,Panaba,MX,21.2833,-88.2667,70.34,64,98,8.88,overcast clouds
501,Brandon,US,27.9378,-82.2859,66.2,82,1,6.26,clear sky
502,Allende,MX,25.2833,-100.0167,80.6,32,1,10.36,clear sky
503,Kurilsk,RU,45.2333,147.8833,34.05,60,0,2.91,clear sky
504,Dasoguz,TM,41.8363,59.9666,44.6,65,0,9.22,clear sky
505,Bengkulu,ID,-3.8004,102.2655,82.29,70,99,4.14,overcast clouds
506,Katsuura,JP,35.1333,140.3,55.4,54,75,13.8,broken clouds
507,Lola,GN,7.8,-8.5333,69.93,90,78,1.9,broken clouds
508,Dakar,SN,14.6937,-17.4441,68.0,83,1,9.22,clear sky
509,Dunedin,NZ,-45.8742,170.5036,60.01,71,1,10.0,clear sky
510,Saint-Pierre,RE,-21.3393,55.4781,77.0,69,0,6.91,clear sky
511,Karratha,AU,-20.7377,116.8463,93.61,24,32,8.88,scattered clouds
512,Toora-Khem,RU,52.4675,96.11,40.08,62,40,2.19,scattered clouds
513,Arinos,BR,-15.9169,-46.1056,71.94,80,98,2.01,overcast clouds
514,Nanakuli,US,21.3906,-158.1547,80.6,50,1,14.97,clear sky
515,Saldanha,ZA,-33.0117,17.9442,55.4,88,5,3.44,clear sky
516,Sfantu Gheorghe,RO,45.8667,25.7833,28.99,79,5,1.99,clear sky
517,Glenwood Springs,US,39.5505,-107.3248,69.8,35,47,18.41,scattered clouds
518,Opuwo,NA,-18.0607,13.84,68.76,45,1,5.59,clear sky
519,Port-Gentil,GA,-0.7193,8.7815,81.86,78,100,6.13,overcast clouds
520,Stevens Point,US,44.5236,-89.5746,66.2,52,40,8.05,scattered clouds
521,Alexandria,EG,31.2156,29.9553,59.0,88,0,4.61,clear sky
522,Poya,NC,-21.35,165.15,83.07,56,33,7.02,scattered clouds
523,Peto,MX,20.1333,-88.9167,73.27,68,97,5.57,overcast clouds
524,Calbuco,CL,-41.768,-73.1273,60.8,77,90,17.27,moderate rain
525,Luderitz,NA,-26.6481,15.1594,62.24,81,0,15.57,clear sky
526,Guasdualito,VE,7.2424,-70.7324,77.0,88,98,1.14,light rain
527,Kazanskaya,RU,45.4106,40.4361,38.16,91,38,10.71,scattered clouds
528,Sterling,US,39.0062,-77.4286,60.01,55,90,5.23,overcast clouds
529,Gawler,AU,-34.6,138.7333,82.0,25,3,4.0,clear sky
530,Mananara,MG,-16.1667,49.7667,74.7,93,100,2.46,overcast clouds
531,Malartic,CA,48.1335,-78.1328,32.0,64,1,3.44,clear sky
532,Axim,GH,4.8699,-2.2405,79.07,89,19,5.55,few clouds
533,Muromtsevo,RU,56.3724,75.2418,32.9,94,100,15.57,overcast clouds
534,Matara,LK,5.9485,80.5353,80.74,80,93,3.27,overcast clouds
535,Haines Junction,CA,60.7522,-137.5108,26.6,80,100,3.44,snow
536,San Angelo,US,31.4638,-100.437,71.6,53,1,11.5,clear sky
537,Berlevag,NO,70.8578,29.0864,35.08,88,100,22.73,light snow
538,Gizo,SB,-8.103,156.8419,84.56,72,79,4.9,light rain
539,Conde,BR,-7.2597,-34.9075,75.2,100,20,3.44,few clouds
540,Poyarkovo,RU,49.6,128.6833,32.77,39,100,16.35,overcast clouds
541,Uetendorf,CH,46.7739,7.5725,30.2,93,75,2.3,light snow
542,Nantucket,US,41.2835,-70.0995,45.0,74,62,16.26,broken clouds
543,Kindu,CD,-2.95,25.95,69.22,99,96,1.63,overcast clouds
544,Damoh,IN,23.8333,79.45,90.5,10,5,6.87,clear sky
545,Cavan,IE,53.9908,-7.3606,33.01,83,63,3.0,light snow
546,Noshiro,JP,40.2039,140.0242,50.0,34,0,6.91,clear sky
547,Jinan,CN,36.6683,116.9972,64.0,32,67,3.58,broken clouds
548,Honiara,SB,-9.4333,159.95,84.29,77,98,4.76,overcast clouds
549,Pozo Colorado,PY,-23.4923,-58.7972,79.02,51,100,0.29,overcast clouds
550,Kamaishi,JP,39.2667,141.8833,48.2,46,75,4.61,broken clouds
551,Pho Chai,TH,16.3283,103.7703,88.0,54,0,13.8,clear sky
552,Wewak,PG,-3.5534,143.6268,80.56,75,100,2.01,overcast clouds
553,Pochutla,MX,15.7432,-96.4661,80.01,81,0,4.0,clear sky
554,Rabo De Peixe,PT,37.8,-25.5833,57.2,94,40,12.66,scattered clouds
555,Gadsden,US,34.0143,-86.0066,55.4,71,1,1.63,clear sky
556,Strezhevoy,RU,60.7333,77.5889,35.6,87,75,6.71,light snow
557,Gossaigaon,IN,26.4481,89.989,88.25,13,0,1.48,clear sky
558,Rorvik,NO,64.8621,11.2373,39.38,67,94,25.26,overcast clouds
559,Mende,FR,44.6667,3.5,28.47,93,100,8.03,overcast clouds
560,Calabozo,VE,8.9242,-67.4293,81.14,64,93,3.27,overcast clouds
561,Albacete,ES,38.8333,-2.0,42.8,93,0,2.3,clear sky
562,Hay River,CA,60.8156,-115.7999,35.6,60,100,5.75,overcast clouds
563,Padang,ID,-0.9492,100.3543,86.0,70,20,2.3,few clouds
564,Jardim,BR,-21.4803,-56.1381,79.03,48,100,6.73,overcast clouds
565,Lagos,NG,6.5833,3.75,82.4,89,20,5.75,few clouds
566,Katherine,AU,-14.4667,132.2667,91.4,35,0,3.44,clear sky
567,Hirado,JP,33.3597,129.5531,62.6,31,20,10.36,few clouds
568,Manakara,MG,-22.1333,48.0167,70.72,93,23,6.55,few clouds
569,Gorin,RU,51.1983,136.6669,34.52,74,100,9.66,overcast clouds
570,Prainha,BR,-1.8,-53.48,74.07,97,100,2.8,light rain
571,Brewster,US,41.3973,-73.6171,55.4,26,1,11.5,clear sky
572,Sarankhola,BD,22.3082,89.7897,88.86,38,0,6.69,clear sky
573,Wum,CM,6.3833,10.0667,70.83,55,100,3.58,overcast clouds
574,Shelburne,CA,44.0787,-80.2041,42.01,66,42,3.62,scattered clouds
575,Awbari,LY,26.5921,12.7805,69.78,28,71,8.46,broken clouds
576,Humaita,BR,-7.5061,-63.0208,76.93,79,100,1.72,heavy intensity rain
577,Senneterre,CA,48.3835,-77.2328,32.0,64,1,3.44,clear sky
578,Troitsko-Pechorsk,RU,62.7084,56.1964,28.44,94,100,3.11,overcast clouds
579,Noumea,NC,-22.2763,166.4572,87.01,54,75,4.61,broken clouds
580,Oume,JP,35.7839,139.2431,53.6,54,75,9.22,broken clouds
581,Sitka,US,57.0531,-135.33,39.2,81,75,4.61,light rain
582,Poum,NC,-20.2333,164.0167,80.11,69,87,19.62,overcast clouds
583,Dakor,IN,22.75,73.15,82.4,69,0,5.46,haze
584,Moose Factory,CA,51.2585,-80.6094,33.8,69,1,9.22,clear sky
585,Bemidji,US,47.4736,-94.8803,55.99,43,1,6.91,clear sky
586,Nedjo,ET,9.5046,35.5019,66.7,38,82,2.44,broken clouds
587,Dudinka,RU,69.4058,86.1778,31.33,99,100,9.06,light snow
588,Mogadishu,SO,2.0371,45.3438,80.96,77,21,10.63,few clouds
589,Pacific Grove,US,36.6177,-121.9166,52.0,84,99,1.99,overcast clouds
590,Lake Charles,US,30.2131,-93.2044,66.2,88,1,6.91,clear sky
591,Fortuna,US,40.5982,-124.1573,53.01,81,1,11.5,clear sky
592,Cockburn Town,TC,21.4612,-71.1419,73.92,65,100,15.93,overcast clouds
593,Codrington,AU,-38.2667,141.9667,65.93,59,86,13.27,overcast clouds
594,Sarab,IR,38.6066,44.9883,50.95,50,54,5.64,broken clouds
595,Qaqortoq,GL,60.7167,-46.0333,37.4,81,75,1.14,broken clouds
596,Flinders,AU,-34.5833,150.8552,77.0,77,34,4.0,scattered clouds
597,Yuncheng,CN,35.0231,110.9928,59.47,37,96,1.39,overcast clouds
598,Zhanaozen,KZ,43.3,52.8,55.74,38,66,21.65,broken clouds
599,Kushima,JP,31.4583,131.2333,62.6,51,75,8.05,broken clouds
600,Fountain Hills,US,33.6117,-111.7174,89.6,7,1,9.22,clear sky
601,Lata,PT,40.1629,-8.3327,53.01,90,5,2.73,clear sky
602,Porto Santo,PT,33.072,-16.3415,60.8,72,20,3.44,few clouds
603,Pacifica,US,37.6138,-122.4869,52.0,81,90,5.75,haze
604,Teeli,RU,51.0333,90.2333,43.83,27,0,2.44,clear sky
605,Donaueschingen,DE,47.95,8.5,26.01,85,7,4.59,clear sky
606,Tateyama,JP,34.9833,139.8667,55.4,62,20,23.02,few clouds
607,Lyubech,UA,51.7026,30.6569,37.71,67,99,11.81,overcast clouds
608,Karaidel,RU,55.8337,56.9069,29.46,96,100,5.77,overcast clouds
609,Maldonado,UY,-34.6667,-54.9167,68.0,94,0,10.36,clear sky
610,Falun,SE,60.6036,15.626,32.0,59,65,17.27,broken clouds
611,Biak,ID,-0.9131,122.8766,86.29,61,50,0.96,scattered clouds
612,Harrisburg,US,40.2737,-76.8844,66.2,20,1,3.44,clear sky
613,Wajir,KE,1.7471,40.0573,78.08,77,94,8.32,overcast clouds
614,Karasjok,NO,69.4719,25.5112,32.0,100,90,8.05,overcast clouds
615,Moscow,RU,55.7522,37.6156,36.0,64,0,8.95,clear sky
616,Chicama,PE,-7.8447,-79.1469,72.91,74,43,6.04,scattered clouds
617,Ayagoz,KZ,47.9714,80.4392,41.72,87,100,9.4,overcast clouds
618,Port Lincoln,AU,-34.7333,135.8667,69.8,60,90,10.22,overcast clouds
619,Voskresenskoye,RU,56.8381,45.4317,30.22,94,93,7.72,overcast clouds
620,Taybad,IR,34.74,60.7756,52.48,45,0,0.72,clear sky
621,Maceio,BR,-9.6658,-35.7353,73.4,94,20,1.14,few clouds
622,Hualmay,PE,-11.0964,-77.6139,70.39,83,65,7.72,broken clouds
623,Nara,JP,34.6851,135.8049,60.8,58,75,3.44,broken clouds
624,Aloleng,PH,16.1307,119.7824,84.29,65,8,8.68,clear sky
625,Belmonte,BR,-15.8631,-38.8828,73.4,88,40,4.61,scattered clouds
626,Ler,SS,8.3018,30.1418,84.74,19,97,4.45,overcast clouds
627,Alihe,CN,50.5667,123.7167,27.1,22,0,17.69,clear sky
628,Sept-Iles,CA,50.2001,-66.3821,42.8,100,90,6.91,overcast clouds
629,Missoula,US,47.0166,-113.8009,46.4,61,90,8.05,overcast clouds
630,Thinadhoo,MV,0.5333,72.9333,83.05,71,99,12.24,overcast clouds
631,Puerto Madryn,AR,-42.7692,-65.0385,61.18,95,100,11.61,moderate rain
632,Ronne,DK,55.1009,14.7066,37.4,81,75,25.32,broken clouds
633,Ulychne,UA,49.2338,23.6511,34.0,77,100,5.99,snow
634,Ville-Marie,CA,47.3335,-79.433,39.2,52,1,9.22,clear sky
635,Havoysund,NO,70.9963,24.6622,33.8,100,75,19.57,light rain and snow
636,Inongo,CD,-1.95,18.2667,73.36,94,100,9.15,light rain
637,Baherden,TM,38.4362,57.4316,58.89,40,0,7.31,clear sky
638,Vila Do Maio,CV,15.1333,-23.2167,77.0,31,0,20.71,clear sky
639,Belaya Gora,RU,68.5333,146.4167,5.52,79,100,3.76,overcast clouds
640,Puerto Del Rosario,ES,28.5004,-13.8627,64.4,68,90,6.91,overcast clouds
641,Dwarka,IN,22.2394,68.9678,81.64,63,1,10.27,clear sky
642,Itarema,BR,-2.9248,-39.9167,76.78,85,27,10.2,scattered clouds
643,Camana,PE,-16.6228,-72.7111,70.75,85,28,9.06,scattered clouds
644,Sayansk,RU,54.1088,102.1648,37.36,84,68,8.14,broken clouds
645,Takaungu,KE,-3.6837,39.8566,78.98,85,100,8.66,light rain
646,Praia,CV,14.9215,-23.5087,77.0,31,0,20.71,clear sky
647,Gat,IL,31.61,34.7642,70.0,22,20,5.01,few clouds
648,Camapua,BR,-19.5314,-54.0439,79.48,42,100,4.18,overcast clouds
649,Boli,CN,45.7667,130.5167,50.95,19,72,13.24,broken clouds
650,Starkville,US,33.4504,-88.8184,62.01,67,1,5.21,clear sky
651,Broken Hill,AU,-31.95,141.4333,78.8,24,0,12.66,clear sky
652,Mareeba,AU,-17.0,145.4333,91.0,64,23,1.01,few clouds
653,Lensk,RU,60.7253,114.9278,20.16,76,64,3.13,broken clouds
654,Marawi,PH,7.9986,124.2928,82.99,79,100,5.99,overcast clouds
655,Abu Samrah,SY,35.3029,37.1841,58.87,46,98,1.41,overcast clouds
656,Berasia,IN,23.6333,77.4333,75.2,43,0,5.75,haze
657,Ambovombe,MG,-25.1667,46.0833,66.24,92,3,6.62,clear sky
658,Hun,LY,29.1268,15.9477,60.33,73,86,18.5,overcast clouds
659,Mapiripan,CO,2.8892,-72.1256,72.73,96,92,3.06,moderate rain
660,Fredericton,CA,45.9454,-66.6656,39.2,93,90,11.5,overcast clouds
661,Lazaro Cardenas,MX,17.9583,-102.2,76.66,78,4,4.25,clear sky
662,Port Alberni,CA,49.2413,-124.8028,48.2,66,10,4.61,clear sky
663,Disna,BY,55.568,28.1971,33.21,86,100,9.86,overcast clouds
664,Penzance,GB,50.1186,-5.5371,39.2,65,75,4.61,broken clouds
665,Takab,IR,36.4009,47.1133,40.66,73,57,2.48,broken clouds
666,Margate,GB,51.3813,1.3862,37.99,59,5,8.99,clear sky
667,Walvis Bay,NA,-22.9575,14.5053,55.4,100,7,1.14,clear sky
668,San Rafael,AR,-34.6177,-68.3301,71.87,55,100,3.06,overcast clouds
669,Yar-Sale,RU,66.8333,70.8333,30.69,98,100,10.67,overcast clouds
670,Biltine,TD,14.5333,20.9167,78.42,12,0,7.65,clear sky
671,Campo De Criptana,ES,39.4046,-3.1249,52.09,50,3,6.15,clear sky
672,Henties Bay,NA,-22.116,14.2845,64.26,85,0,8.25,clear sky
673,Antofagasta,CL,-23.65,-70.4,62.6,94,0,4.61,clear sky
674,Pathein,MM,16.7833,94.7333,80.46,65,30,10.87,scattered clouds
675,Pisco,PE,-13.7,-76.2167,69.8,78,0,12.66,clear sky
676,Kulhudhuffushi,MV,6.6221,73.07,83.34,69,99,11.54,overcast clouds
677,Horki,BY,54.2861,30.9842,39.2,87,0,11.18,light rain
678,Toro,CO,4.6117,-76.0814,69.8,83,40,5.75,scattered clouds
679,Kinna,SE,57.5073,12.6946,35.01,59,0,6.91,clear sky
680,Taldan,RU,53.6667,124.8,17.06,59,59,17.78,broken clouds
681,Villa Carlos Paz,AR,-31.4241,-64.4978,64.99,91,73,1.99,broken clouds
682,Suruc,TR,36.9761,38.425,51.8,58,0,2.3,clear sky
683,Rio Gallegos,AR,-51.6226,-69.2181,46.4,71,40,16.11,scattered clouds
684,Tazovskiy,RU,67.4667,78.7,31.17,97,100,5.32,overcast clouds
685,Hutchinson,US,38.0608,-97.9298,71.6,53,1,16.11,clear sky
686,Grants Pass,US,42.439,-123.3284,62.6,33,1,8.05,clear sky
687,Andra,RU,62.5147,65.8878,28.9,95,100,15.05,light snow
688,Taquari,BR,-29.7997,-51.8644,69.01,94,100,2.91,overcast clouds
689,Kostolac,RS,44.7149,21.1711,46.4,61,0,19.57,clear sky
690,Majene,ID,-3.5403,118.9707,88.23,57,92,6.04,overcast clouds
